Symbol,Name,"10Y %Chg",Last,Change,%Chg,"10Y Chg","10Y High","10Y Low","Avg Vol",Time
DBD,"Diebold Nixdorf Inc",-75.04%,7.79,0.03,+0.39%,-23.33,42.93,2.41,826780,09/16/20
GOL,"Gol Linhas Aereas Inteligentes S.A.",-74.65%,8.32,0.35,+4.39%,-23.47,37.32,0.48,1352870,09/16/20
ATEC,"Alphatec Holdings",-76.21%,6.1,0.02,+0.33%,-19.48,46.92,1.18,266340,09/16/20
CLDX,"Celldex Therapeutics",-80.45%,11.72,-0.01,-0.09%,-48.27,582.6,1.5,587410,09/16/20
AMSC,"Amer Superconductor",-96.09%,12.42,0.25,+2.05%,-298.83,388.8,2.89,165775,09/16/20
SRNE,"Sorrento Therpt",-84.14%,8.36,1.42,+20.46%,-36.81,41.25,1.39,30887465,09/16/20
NAT,"Nordic American Tanker Shipping Ltd",-85.50%,3.91,0.03,+0.77%,-22.88,27.5,1.66,3637970,09/16/20
BLNK,"Blink Charging Company",-99.61%,6.7,0.01,+0.15%,-1693.31,1750,1.25,5696180,09/16/20
IBIO,"Ibio Inc",-90.95%,2.15,0.14,+6.97%,-20.19,60.6,0.05,31759086,09/16/20
ALT,"Altimmune Inc",-97.27%,13.84,1.39,+11.16%,-443.55,1488,1.51,1533570,09/16/20
VXRT,"Vaxart Inc",-97.95%,7.38,0.88,+13.54%,-310.3,394.68,0.25,25107055,09/16/20
EGO,"Eldorado Gold Corp",-87.89%,11.34,0.14,+1.25%,-81.25,110.6,2.52,1984540,09/16/20
CVM,"Cel-Sci Corp",-92.00%,12.78,-0.020000000000001,-0.16%,-147.2,262.5,0.82,492035,09/16/20
PEIX,"Pacific Ethanol Inc",-94.86%,6.07,1.27,+26.46%,-88.65,119.7,0.22,6375265,09/16/20
STXS,"Stereotaxis Inc",-89.86%,4.07,-0.13,-3.10%,-37.2,42.4,0.47,237525,09/16/20
SAVA,"Cassava Sciences Inc",-83.77%,7.04,0.02,+0.28%,-36.24,73.15,0.76,10496735,09/16/20
"Downloaded from Barchart.com as of 09-16-2020 10:08pm CDT"
