Symbol,Name,"5Y %Chg",Last,Change,%Chg,"5Y Chg","5Y High","5Y Low","Avg Vol",Time
PRTS,"U.S. Auto Parts Netw",+381.90%,10.29,0.17,+1.68%,8.02,16.44,0.88,1910455,09/16/20
DRD,"Drdgold Ltd",+901.48%,13.26,-0.26,-1.92%,12.17,18.05,1.26,444355,09/16/20
GRVY,"Gravity Co. Ltd","+6,471.27%",129.46,12.82,+10.99%,114.86,134,1.5,63025,09/16/20
ELA,"Envela Corp.","+1,040.00%",4.25,0.26,+6.52%,3.64,6.2,0.25,87145,09/16/20
BVXV,"Biondvax Pharma Ads",+928.65%,38.5,0.44,+1.16%,34.36,62,3.04,84620,09/16/20
PLUG,"Plug Power Inc",+549.22%,12.94,0.41,+3.27%,10.6,14.35,0.83,26407650,09/16/20
TSLA,"Tesla Inc",+775.33%,441.76,-8,-1.78%,398.38,502.49,28.21,90562195,09/16/20
OESX,"Orion Energy Syst",+273.33%,7.63,0.35,+4.81%,5.33,7.71,0.53,536875,09/16/20
ENPH,"Enphase Energy Inc","+1,750.26%",72.83,0.67,+0.93%,68.26,80.47,0.65,2930590,09/16/20
WKHS,"Workhorse Grp",+422.14%,26.82,1.47,+5.80%,20.5,28.2,0.37,24093100,09/16/20
APPS,"Digital Turbine","+1,519.77%",32.23,3.56,+12.42%,26.9,32.37,0.56,6120505,09/16/20
"Downloaded from Barchart.com as of 09-16-2020 10:07pm CDT"
